"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrezid"
"ENSG00000247982",1905.24148606579,3.19536631551705,0.456307231973931,4.81115827601538,1.5005812307803e-06,0.00118495897857284,"LINC00926",283663
"ENSG00000104783",741.346821998305,3.20907914418348,0.461148906907189,4.79038139545689,1.66464596521633e-06,0.00128165254476918,"KCNN4",3783
"ENSG00000162897",20.2807937959303,7.12610533658887,1.2847258432768,4.76841449765166,1.85681447340541e-06,0.00129044542209041,"FCAMR",83953
"ENSG00000174946",258.734123555221,3.37788713486984,0.497925526625987,4.77558792975072,1.79182974406607e-06,0.00129044542209041,"GPR171",29909
"ENSG00000241106",676.111669402649,3.58202691979018,0.542653307366024,4.75815200007356,1.95373360775177e-06,0.00129044542209041,"HLA-DOB",3112
"ENSG00000237499",303.493473503193,2.78164776258512,0.374336273036341,4.75948469576219,1.94087840648202e-06,0.00129044542209041,"RP11-356I2.4",100130476
"ENSG00000178199",449.706961007995,3.30871180261306,0.484293685836351,4.76717304010693,1.86828840928951e-06,0.00129044542209041,"ZC3H12D",340152
"ENSG00000229474",382.858643000484,2.77342818049797,0.372484596293572,4.76107790266916,1.92561693604794e-06,0.00129044542209041,"PATL2",197135
"ENSG00000220008",149.870048359232,3.87220602259161,0.603843368844768,4.75654146552361,1.96937801858133e-06,0.00129044542209041,"LINGO3",645191
"ENSG00000136573",1192.14315076354,4.46736871584285,0.737587351264596,4.70096010987448,2.58941100147836e-06,0.00166137688776102,"BLK",640
"ENSG00000249096",129.969191451241,3.71939995585788,0.580341960399969,4.68585789313542,2.7878965985204e-06,0.00175222146009455,"RP11-290F5.1",102723766
